Codigo,Norte,Este,pH,CE,TDS,Ca,K,Mg,Na,Cl,SO4,HCO3,CO3,Temporada,Subcuenca,Tipo_Fuente,Clase_Fuente,ratingcol,claseph,long,lat
1349119SW159,8267411,207641,9.17,937.1,457.7,40.92,13.48,10.09,126.6,135.6,83.63,146.2,30.2,Estiaje,Alto Camana,Agua superficial,Rio,blue,Basico,-71.72701712,-15.6544268
1349119SW159,8267941,206598,8.95,513.7,252.2,29,7,7.1,70.6,77.9,44.9,93,2,Avenida,Alto Camana,Agua superficial,Rio,blue,Basico,-71.73667417,-15.64951946
1349119SW160,8268308,206628,9.26,961,471.4,38.28,12.45,8.75,142.3,143.3,78.11,123.5,37.6,Estiaje,Alto Camana,Agua superficial,Rio,blue,Basico,-71.73635049,-15.64620882
1349119SW160,8268308,206634,8.9,537.9,264.1,28,7,6.4,77.2,89.5,40.7,91,2,Avenida,Alto Camana,Agua superficial,Rio,blue,Basico,-71.73629457,-15.64620951
1349119SW162,8267310,209284,9.05,1062,521.1,42.83,15.15,9.766,158.4,167.7,83.14,149.3,31.5,Estiaje,Alto Camana,Agua superficial,Rio,blue,Basico,-71.71171623,-15.65552905
1349119SW162,8267306,209286,9.37,498.6,244.8,28,7.5,6.6,74.2,84.1,37.3,83,6,Avenida,Alto Camana,Agua superficial,Rio,blue,Basico,-71.71169807,-15.6555654
1349119SW163,8267316,211859,8.09,419.9,206.3,26.41,9.42,8.307,34.54,29,63.98,101.9,NA,Estiaje,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.68771574,-15.65577077
1349119SW163,8267319,211851,8.42,293.1,144.1,22,8.5,9.1,24.5,11,45.7,80,NA,Avenida,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.68778995,-15.65574276
1349119SW164,8267003,211808,8.41,322.6,158.6,18.66,7.48,6.669,21.52,9.4,44.2,82.3,NA,Estiaje,Alto Camana,Agua superficial,Rio,green,Aceptable,-71.68822805,-15.65859154
1349119SW164,8267004,211810,8.42,270,132.8,21.1,8,9,20.1,3.7,44.2,80,NA,Avenida,Alto Camana,Agua superficial,Rio,green,Aceptable,-71.68820929,-15.65858274
1349119SW165,8266752,211166,8.46,260.6,128.2,22.49,3.21,6.663,15.24,0.854,48.17,96.5,NA,Estiaje,Alto Camana,Agua superficial,Rio,green,Aceptable,-71.69424153,-15.66078467
1349119SW165,8266763,211170,7.8,172.2,85.2,15.9,2.8,5.4,9.9,0.4,28.1,51,NA,Avenida,Alto Camana,Agua superficial,Rio,green,Aceptable,-71.69420294,-15.6606858
1349119SW166,8269426,209031,8.01,234.4,115.4,12.2,6.5,3.3,28.6,38.7,14.4,45,NA,Avenida,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.71382213,-15.63639128
1349119SW167,8269428,209026,8.33,982.4,483.4,33.5,12.07,7.223,151.8,170.8,73.49,181.7,7.5,Estiaje,Alto Camana,Agua superficial,Rio,green,Aceptable,-71.71386848,-15.63637264
1349119SW167,8265588,213181,8.51,555.6,273.1,25.4,6.9,5.8,76.8,88.9,38,95,2,Avenida,Alto Camana,Agua superficial,Rio,blue,Basico,-71.67559732,-15.67152685
1349119SW170,8265598,213188,7.96,79,39.29,5.81,4.11,2.124,5.13,0.814,6.064,40.7,NA,Estiaje,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.67553089,-15.67143734
1349119SW170,8267179,213574,7.13,55.92,27.94,4.1,2.6,1.6,3.6,0.2,3.4,24,NA,Avenida,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.67174723,-15.65720361
1349119SW172,8287192,213557,9,459.5,225.5,18.37,4.81,4.051,61.92,77.01,22.04,59.8,16.9,Estiaje,Alto Camana,Agua superficial,Rio,blue,Basico,-71.66957159,-15.47646638
1349119SW172,8276930,221831,7.71,437.9,215.1,21.3,4.5,4.8,56.2,75.5,20,67,NA,Avenida,Alto Camana,Agua superficial,Rio,green,Aceptable,-71.59367635,-15.57006391
1349119SW173,8276926,221830,8.05,131.8,65.12,9.49,3.41,4.333,5.87,1.095,5.452,67,NA,Estiaje,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.59368612,-15.57009993
1349119SW173,8280416,225733,7.49,116.9,57.76,12.3,2.6,4.4,5.3,0.6,6.2,55,NA,Avenida,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.55693097,-15.53900481
1349119SW174,8280416,225733,9.2,490.1,241,18.17,5.05,4.572,60.08,78.3,22.4,65.7,19.3,Estiaje,Alto Camana,Agua superficial,Rio,blue,Basico,-71.55693097,-15.53900481
1349119SW174,8277217,224745,8.16,435.9,213.5,22.6,4.5,5.2,54.5,74.2,21.2,71,NA,Avenida,Alto Camana,Agua superficial,Rio,green,Aceptable,-71.56649344,-15.56779016
1349119SW175,8277216,224742,8.45,1708,837.1,45.89,18.86,8.884,279.4,363.3,75.34,258.3,NA,Estiaje,Alto Camana,Agua superficial,Rio,green,Aceptable,-71.5665215,-15.56779886
1349119SW175,8278250,224952,7.94,502,247.5,21.7,4.9,5,65.5,90.2,22.9,77,1,Avenida,Alto Camana,Agua superficial,Rio,green,Aceptable,-71.56444909,-15.55848293
1349119SW176,8278257,224961,9,493.4,242.3,20.19,4.8,4.946,59.05,69.68,21.21,391.6,46.8,Estiaje,Alto Camana,Agua superficial,Rio,blue,Basico,-71.56436445,-15.55842068
1349119SW176,8271285,221674,8.04,421.5,207,22.2,4.5,5.3,53.5,71.2,20.1,69,1,Avenida,Alto Camana,Agua superficial,Rio,green,Aceptable,-71.59578022,-15.62102903
1349119SW177,8271309,221701,8.47,239.1,117.6,17.7,2.59,5.304,8.99,3.395,20.97,93.7,7.3,Estiaje,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.59552586,-15.62081525
1349119SW177,8274607,223204,7.9,191.3,94.24,20.4,3.2,8.1,8.5,1.3,19,77,1,Avenida,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.58114579,-15.59119457
1349119SW178,8274614,223203,8.4,285.8,140.6,33,6.6,8.2,13.8,1.5,38.8,101,2,Avenida,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.58115432,-15.59113124
1349119SW179,8272710,222975,7.75,231.2,113.9,23.6,1.79,5.527,6.03,0.461,78.48,29.7,NA,Estiaje,Alto Camana,Agua superficial,Rio,green,Aceptable,-71.58349417,-15.60830227
1349119SW179,8272712,222969,6.86,163.7,80.74,18,2.1,5,4.9,0.2,48.1,18,NA,Avenida,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.58354985,-15.60828354
1349119SW181,8271195,216145,7.15,487.8,239.6,69.69,0.79,7.759,5.9,0.396,197.7,29.3,NA,Estiaje,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.64731716,-15.62122619
1349119SW181,8271182,216174,7.65,402.2,197.6,69.9,0.7,7,4.9,0.3,157.3,29,NA,Avenida,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.64704841,-15.62134686
1349119SW182,8271217,216884,7.39,488.8,240,70.06,0.86,6.829,5.9,0.443,207.7,34.7,NA,Estiaje,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.64042774,-15.6211105
1349119SW182,8271230,216891,7.73,387.7,190.6,62,0.7,6.6,4.7,0.2,158.9,32,NA,Avenida,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.640361,-15.62099388
1349119SW183,8280481,195119,7.82,62.5,31.07,7.4,1.2,1.2,2.4,0.3,6.9,24,NA,Avenida,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.84209092,-15.5349261
1349119SW183A,8280255,194949,4.81,627.2,308.5,78.75,1.81,14.24,7.96,0.387,294.7,NA,NA,Estiaje,Alto Camana,Agua superficial,Quebrada,red,Acido,-71.84370225,-15.53694637
1349119SW184,8278053,195834,8.22,276.3,135.9,31.78,1.14,3.516,5.75,0.715,52.84,80,NA,Estiaje,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.83573179,-15.55693584
1349119SW184,8278086,195831,8.08,192.2,94.67,27.7,1.1,3,5.2,0.4,35.9,55,NA,Avenida,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.83575565,-15.5566375
1349119SW185,8279447,193591,7.54,715.6,351.2,90.68,1.33,13.78,8.02,2.563,261.7,44.6,NA,Estiaje,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.85645093,-15.54407869
1349119SW185,8276192,194928,7.65,457.9,224.8,73.3,0.9,9.3,5.3,0.3,181.7,26,NA,Avenida,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.84440205,-15.57363103
1349119SW187,8277208,198002,4.3,804.1,394.2,79.99,1.97,15.18,8.27,0.413,308.9,NA,NA,Estiaje,Alto Camana,Agua superficial,Quebrada,red,Acido,-71.81564103,-15.56482517
1349119SW187,8277229,197983,4.94,510.2,250.5,69.2,1.6,12.8,6.5,0.9,219.2,51,NA,Avenida,Alto Camana,Agua superficial,Quebrada,red,Acido,-71.81581544,-15.56463328
1349119SW189,8276216,195631,7.98,183.8,90.56,8.93,4.45,3.095,5.16,0.496,8.621,55.6,NA,Estiaje,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.8378503,-15.5734989
1349119SW189,8276223,195620,7.89,117.8,58.21,8.5,3.8,3.4,4.4,0.5,22.4,24,NA,Avenida,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.8379519,-15.57343437
1349119SW190,8275613,195263,8.24,167.9,82.76,11.75,5.26,4.028,6.21,0.579,16.2,61.9,NA,Estiaje,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.84135326,-15.57889949
1349119SW190,8275609,195270,7.97,146.3,72.21,12.3,4.6,4.9,5.4,0.5,34.5,25,NA,Avenida,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.84128854,-15.57893645
1349119SW191,8264863,223942,5.09,1050,502.1,82.59,1.78,14.76,8.25,0.531,313.3,4.7,NA,Estiaje,Alto Camana,Agua superficial,Quebrada,red,Acido,-71.57536958,-15.6792785
1349119SW191,8264864,223938,5.45,472.2,231.7,79.5,1.4,12.4,6.4,0.3,208.6,3,NA,Avenida,Alto Camana,Agua superficial,Quebrada,red,Acido,-71.57540676,-15.67926903
1349119SW193,8265140,223440,8.79,255.7,125.8,18.47,5.03,4.744,21.86,26.01,15.19,81.5,NA,Estiaje,Alto Camana,Agua superficial,Quebrada,blue,Basico,-71.58001793,-15.67672163
1349119SW193,8265141,223440,8.43,231.3,113.8,22.5,4.9,6.3,12.4,10,35.3,59,NA,Avenida,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.58001781,-15.6767126
1349119SW194,8275305,195245,9.11,306.6,150.7,25.5,4.7,4.357,22.93,18.09,38.88,80,14.1,Estiaje,Alto Camana,Agua superficial,Quebrada,blue,Basico,-71.84155919,-15.58167843
1349119SW194,8275317,195253,8.4,114.7,56.71,11.3,4.5,2.6,7.7,1.2,13.5,41,NA,Avenida,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.84148317,-15.58157104
1349119SW195,8267674,219453,9.14,736.9,361.6,28.37,8.65,6.705,105.5,129.2,43.17,137.9,10.7,Estiaje,Alto Camana,Agua superficial,Rio,blue,Basico,-71.61689328,-15.65339496
1349119SW195,8267677,219457,8.35,555.9,272.9,26,5.5,6.3,72.9,88.9,27.8,87,1,Avenida,Alto Camana,Agua superficial,Rio,green,Aceptable,-71.61685565,-15.65336832
1349119SW196,8267452,218985,8.65,980.1,480.7,31.27,11.01,6.674,138.8,174.8,54.73,173.3,NA,Estiaje,Alto Camana,Agua superficial,Rio,blue,Basico,-71.62128098,-15.65534772
1349119SW196,8267447,218983,8.39,578.3,283.9,24.5,6,5.8,80,101.4,31.8,89,1,Avenida,Alto Camana,Agua superficial,Rio,green,Aceptable,-71.6213002,-15.65539265
1349119SW198,8267523,217906,8.19,672.2,320.1,29.57,12.2,7.173,82.08,73.52,70.91,143.5,NA,Estiaje,Alto Camana,Agua superficial,Rio,green,Aceptable,-71.63132996,-15.65458589
1349119SW198,8267465,218098,8.03,563.5,276.2,29.1,10.4,7.8,63.7,60.1,66.4,111,2,Avenida,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.62954707,-15.65513119
1349119SW206,8268908,216069,7.65,86.03,42.66,2.71,2.61,1.132,2,0.588,2.854,21,NA,Estiaje,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.64829104,-15.64187156
1349119SW207,8268913,216071,8.33,201.8,99.4,14.53,5.85,4.739,7.71,1.177,22.77,88.2,NA,Estiaje,Alto Camana,Agua superficial,Quebrada,green,Aceptable,-71.64827182,-15.64182663
1349119SW212,8269186,216156,8.63,834.5,409.3,41.48,11.93,12.34,109.1,107.9,94.15,158.8,11.8,Estiaje,Alto Camana,Agua superficial,Rio,blue,Basico,-71.64744789,-15.63937074
49999119GW024,8269182,216168,6.88,5669,2778,114.5,39.62,14.62,1120,11.42,14.77,1158,NA,Estiaje,Hornillos Alto,Agua subterranea,Termal,green,Aceptable,-71.64733652,-15.63940821
49999119GW024,8262499,222098,6.37,5636,2762,NA,NA,NA,NA,984.9,524.2,935,12,Avenida,Alto Camana,Agua subterranea,Valle,red,Acido,-71.59282968,-15.70042553
49999119GW038,8268246,221431,7.55,54.35,27.13,4.5,1.9,1.2,3.1,0.4,3.6,22,NA,Avenida,Hornillos Alto,Agua subterranea,Manantial,green,Aceptable,-71.59839126,-15.64844856
49999119GW088,8269733,200623,6.52,5612,2750,295.5,28.37,19.14,904.6,0.778,48.39,813.5,NA,Estiaje,Hornillos Alto,Agua subterranea,Termal,green,Aceptable,-71.79213861,-15.63263506
49999119GW088,8321695,213776,6.62,5671,2779,266.6,21.1,16.5,748,1176.4,443.7,504,2,Avenida,Hornillos Alto,Agua subterranea,Termal,green,Aceptable,-71.66358256,-15.16488981
49999119GW199,8321697,213772,7.44,92.56,45.75,5.61,2.54,1.744,4.36,12.11,17.19,37.9,NA,Estiaje,Hornillos Alto,Agua subterranea,Manantial,green,Aceptable,-71.66361953,-15.16487131
49999119GW200,8319674,206110,7.64,140.8,69.17,3.47,2.7,1.981,5.89,NA,NA,37.4,NA,Estiaje,Hornillos Alto,Agua subterranea,Manantial,green,Aceptable,-71.7350994,-15.18228709
49999119GW202,8319666,206110,7,120.7,59.64,4.43,3.7,1.892,4.63,NA,NA,33.7,NA,Estiaje,Hornillos Alto,Agua subterranea,Manantial,green,Aceptable,-71.73510033,-15.18235934
49999119GW203,8322985,205797,7.17,31.4,15.89,2.17,1.82,0.62,2.22,0.653,12.99,17.3,NA,Estiaje,Hornillos Alto,Agua subterranea,Manantial,green,Aceptable,-71.73762477,-15.15235101
49999119SW018,8323340,206026,7.25,145.6,73.18,2.2,3.3,1,2.9,0.2,1.5,18,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.73545439,-15.14917094
49999119SW019,8309388,217251,8.07,658.4,323.1,27.27,6.74,8.005,80.51,61.55,41.96,206.5,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.63265055,-15.27641962
49999119SW019,8307522,216882,6.96,59.97,29.88,4.6,1.4,1.1,5.7,1.7,2.3,26,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.6362944,-15.29323177
49999119SW021,8302063,208930,8.4,441,216.6,NA,NA,2297,NA,NA,3243,NA,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.71091731,-15.34164649
49999119SW021,8311250,204030,7.65,101.2,50.26,7.9,1.9,1.4,7.8,4.3,1.8,36,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.75543079,-15.25812454
49999119SW022,8311082,211680,7.65,3048,1494,65.55,25.29,9.866,599.6,599.4,305.4,623.1,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.68428663,-15.26050551
49999119SW022,8311053,211672,6.85,256.9,126.4,8.3,2.2,1.7,29.3,22.8,12.2,48,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.68436438,-15.26076651
49999119SW023,8325702,212576,8.44,241.1,118.6,27.63,2.83,2.754,14.39,4.084,3.849,126.6,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.67428624,-15.1285696
49999119SW023,8325706,212573,7.94,260.5,127.1,33.3,2,3,11,2,2.4,114,1,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.67431368,-15.12853315
49999119SW025,8318423,214154,8.41,354.6,174.3,18.32,2.9,2.504,11.35,4.183,2.752,37,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.66043783,-15.1944817
49999119SW025,8318423,214157,7.55,143.9,71,14.8,2,2,9.7,3,1.9,62,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.66040993,-15.19448203
49999119SW026,8321529,213800,7.46,181.3,39.05,20.45,2.73,3.136,10.25,6.479,30.16,62.4,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.66337817,-15.16639164
49999119SW026,8321527,213795,7.73,149.5,73.81,15.2,1.9,2.2,6,2.4,20.5,34,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.66342489,-15.16640916
49999119SW027,8318481,213552,7.49,137.6,67.3,12.49,1.56,2.572,3.55,0.259,11.57,48.6,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.66602987,-15.1938916
49999119SW027,8318481,213560,7.39,70.21,34.9,8.4,1.5,1.6,2.9,NA,7,27,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.66595547,-15.19389248
49999119SW028,8320088,214459,8.57,170.1,84,20.59,0.88,4.013,7.86,0.127,18.88,84.2,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,blue,Basico,-71.65741303,-15.17947811
49999119SW028,8320099,214472,7.62,47.8,23.92,7.6,0.5,1.2,2.1,NA,8.1,21,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.65729089,-15.1793802
49999119SW029,8320453,214602,8.26,99.85,49.44,17.34,3.07,2.856,7.92,4.764,27.71,50.7,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.65604199,-15.17619737
49999119SW029,8320474,214627,8.45,154.3,76.4,14.8,1.8,2.1,5.2,2.1,19,33,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.65580713,-15.17601046
49999119SW031,8323040,211895,8.58,148.7,73.1,9.56,2.1,0.956,19.97,0.411,9.866,77.5,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,blue,Basico,-71.68092021,-15.1525355
49999119SW031,8323038,211902,7.81,53.74,26.83,4.3,0.8,0.5,5.7,NA,3.6,23,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.68085535,-15.15255433
49999119SW032,8327223,208796,8.95,89.85,44.53,16.25,3.01,2.772,7.66,4.227,24.29,50.4,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,blue,Basico,-71.70925406,-15.11441461
49999119SW032,8327256,208780,7.72,150.3,74.44,16.2,2,2.3,5.1,1.1,28.2,32,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.70939901,-15.11411481
49999119SW033,8320468,213390,9.19,86.94,43.18,16.22,2.96,2.751,5.6,1.869,25.92,47.8,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,blue,Basico,-71.66731096,-15.17592869
49999119SW033,8320601,213784,7.93,152.6,75.49,16.9,2,2.4,4,1,26.6,31,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.66363202,-15.1747709
49999119SW036,8323394,208550,8.87,1586,777.9,82.71,8.63,5.944,215.4,286.8,115.6,198.8,13.4,Estiaje,Hornillos Alto,Agua superficial,Quebrada,blue,Basico,-71.71198106,-15.14896666
49999119SW036,8323392,208554,7.73,293.5,147.8,21.3,1.5,1.6,32.9,38.7,29.2,53,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.71194409,-15.14898517
49999119SW037,8320613,211299,8.23,153.5,65.67,18.89,0.82,1.287,5.23,0.632,46.2,29.9,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.68673884,-15.17438804
49999119SW037,8320563,211675,7.72,104.9,51.8,13.4,0.5,0.9,3.1,0.2,25,21,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.68324813,-15.17488128
49999119SW039,8320231,208675,8.7,56.59,28.23,2.69,2.79,1.307,6.4,0.499,1.339,35,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,blue,Basico,-71.71118312,-15.17754543
49999119SW039,8320318,208787,7.47,135.2,66.9,3,2.7,1.3,4.1,0.4,2.5,24,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.71013161,-15.17677228
49999119SW040,8321871,206615,7.94,239.5,117.8,30.23,1.89,4.249,5.86,0.596,64.29,57.2,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.73014844,-15.16250351
49999119SW040,8322437,206542,7.76,151.2,74.78,16.3,0.8,2.1,3.3,0.2,31.5,34,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.73076156,-15.15738386
49999119SW041,8325073,203149,7.49,46.3,23.19,3.6,1.9,1.6,2.8,0.3,2.6,22,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.76199993,-15.13319499
49999119SW042,8325275,203097,8.49,92.14,45.61,5.79,4.32,2.976,7.15,2.744,5.763,43.9,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.7624597,-15.13136491
49999119SW042,8296489,208142,7.57,67.26,33.47,3.8,2.4,1.7,2.9,0.6,4,23,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.71890332,-15.39189434
49999119SW043,8296499,208134,8.99,73.26,36.37,4.2,3.1,2.142,6.46,0.476,1.261,45.1,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,blue,Basico,-71.71897662,-15.39180313
49999119SW043,8295474,202075,7.72,49.83,24.91,3,2.3,1.4,3.5,0.3,3.2,24,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.77549705,-15.40036228
49999119SW044,8295455,202029,8.61,96.59,47.83,5.35,3.58,2.522,6.08,0.741,3.957,45.9,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,blue,Basico,-71.7759275,-15.40052851
49999119SW044,8297876,208718,7.95,80.56,39.97,4.8,1.8,1.7,2.9,0.5,7.7,21,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.71337938,-15.37943423
49999119SW045,8297892,208725,7.49,145.5,71.8,9.78,4.26,2.868,6.22,1.774,14.41,45.6,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.71331235,-15.37929054
49999119SW045,8294811,203738,8.16,97.11,48.03,9.7,2.4,2.1,3.8,0.5,16.7,29,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.76009635,-15.40654221
49999119SW046,8294858,203711,7.87,113.2,55.97,3.9,2.8,2.347,4.87,0.334,1.384,39.8,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.76034208,-15.40611466
49999119SW046,8299540,209434,7.83,51.03,25.51,3,2.4,1.5,3.6,0.3,1.9,24,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.70652088,-15.36448818
49999119SW047,8299568,209472,9.49,100.9,49.94,8.7,2.9,3.1,5.1,0.8,14.2,34,NA,Avenida,Hornillos Alto,Agua superficial,Rio,blue,Basico,-71.70616394,-15.36423961
49999119SW048,8303148,211464,9.08,145.6,71.87,7.75,4.23,2.515,7.04,1.367,10.05,47.5,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,blue,Basico,-71.68720993,-15.33213334
49999119SW048,8303145,211459,8.16,89.94,44.57,9.4,2.2,2.1,3.8,0.5,15,29,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.6872568,-15.33215987
49999119SW049,8302200,208881,8.65,126.6,62.33,11.18,3.91,3.339,7.81,2.508,16.94,49.8,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,blue,Basico,-71.71135733,-15.34040373
49999119SW049,8302206,208880,8.15,105.2,52.07,8.9,1.8,1.9,3.6,0.5,15.9,28,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.71136594,-15.34034943
49999119SW051,8301693,210129,7.71,291.2,143.1,32.48,3.32,13.32,4.48,2.148,28.25,129.6,7.4,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.69980214,-15.34512328
49999119SW051,8301700,210127,7.39,88.49,43.86,9.9,1.2,3.3,2.1,0.3,9.6,36,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.69981994,-15.34505984
49999119SW052,8302609,209253,7.61,180.6,88.95,17.24,3.58,3.11,15.65,20.69,2.875,74.7,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.70784784,-15.33675219
49999119SW052,8302605,209249,8.21,117.9,58.36,11.2,2.1,2.6,7.4,6.7,2.7,47,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.70788553,-15.33678787
49999119SW053,8302249,209816,7.46,92.5,45.2,7.88,2.03,2.613,3.56,0.233,9.706,35.2,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.70265041,-15.34006684
49999119SW053,8302264,209827,7.26,71.15,35.36,6.8,1.6,1.9,3,0.3,7.3,27,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.7025463,-15.33993262
49999119SW054,8297688,206298,7.54,269.8,133.1,20.81,3.2,3.055,23.87,22.64,33.9,81.2,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.73592622,-15.38085615
49999119SW054,8297699,206299,7.81,154.8,76.8,15.7,1.8,2.2,9.2,5.8,25.4,38,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.73591562,-15.38075693
49999119SW055,8313044,192720,8.45,177.6,87.4,10.26,3.78,2.451,25.84,17.78,7.467,79.4,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.86041336,-15.240607
49999119SW055,8313017,192726,7.96,101.7,49.95,8.6,2.1,2.1,6.8,2.5,10,35,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.86036086,-15.24085151
49999119SW056,8319024,215847,8.45,114.5,56.62,11.24,2.97,4.107,4.15,0.503,11.92,54.2,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.64462507,-15.1892395
49999119SW056,8319023,215846,8.53,76.55,38.02,7.3,1.8,2.4,2.9,0.4,6.4,31,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,blue,Basico,-71.64463449,-15.18924842
49999119SW057,8312866,189003,8.12,175.4,85.8,8.4,3.12,2.222,19.54,14.31,6.243,72.4,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.89500478,-15.24177074
49999119SW057,8312865,188991,7.99,102.8,50.37,8.6,2.2,2.1,6.7,2.1,11,34,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.89511651,-15.24177832
49999119SW058,8320399,216577,6.58,144.3,70.73,13.4,1.44,3.336,5.92,1.255,8.15,88.7,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.6376818,-15.17690095
