Codigo,Norte,Este,pH,CE,TDS,Ca,K,Mg,Na,Cl,SO4,HCO3,CO3,Temporada,Subcuenca,Tipo_Fuente,Clase_Fuente,ratingcol,claseph,long,lat
49999119SW058,8320425,216551,7.57,77.91,39.29,8.9,1,2.1,3.9,0.2,2.4,40,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.63792067,-15.1766633
49999119SW059,8320197,216679,8.73,157.2,77.47,8.46,3.39,2.343,23.36,14.59,6.091,68.1,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,blue,Basico,-71.63675591,-15.17873641
49999119SW059,8320185,216685,8.15,91.96,46.13,8.7,1.9,2.1,5.9,2.1,9.7,33,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.63670146,-15.17884544
49999119SW061,8309657,192961,9.25,128,63.54,7.81,3.67,3.405,8.76,0.882,2.939,59,NA,Estiaje,Hornillos Alto,Agua superficial,Arroyo,blue,Basico,-71.85858584,-15.2712192
49999119SW061,8309657,192957,9.35,79.83,39.62,6.2,2.2,2.2,6,0.5,3.7,35,3,Avenida,Hornillos Alto,Agua superficial,Quebrada,blue,Basico,-71.85862304,-15.27121872
49999119SW062,8319399,216770,8.02,85.78,42.55,6.58,3.1,3.097,5.31,0.606,2.413,50.9,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.63599913,-15.18595342
49999119SW062,8319409,216782,7.69,61.45,30.61,4.7,2.1,1.9,3.7,0.4,5.9,26,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.63588641,-15.18586442
49999119SW063,8316411,218495,8.5,133.4,65.74,8.52,6.15,4.118,8.87,4.921,3.725,65.7,NA,Estiaje,Hornillos Alto,Agua superficial,Arroyo,green,Aceptable,-71.62029018,-15.21312705
49999119SW063,8316412,218499,8.3,72.55,36.05,4.9,2.3,2,3.4,0.9,3.6,31,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.62025286,-15.21311845
49999119SW064,8315738,218276,8.25,127.3,62.9,3.52,3.28,1.532,3.8,0.371,1.863,33.4,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.62240238,-15.21918151
49999119SW064,8315711,218291,7.61,52.09,26.04,3.9,2.2,1.5,3.3,0.3,2.9,24,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.62226588,-15.21942699
49999119SW065,8306832,199616,9.04,134.1,66.28,11.23,3.8,3.932,4.58,1.065,10.36,58.3,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,blue,Basico,-71.7970186,-15.29751123
49999119SW065,8306893,199571,7.52,80.15,39.77,7.6,2.8,2.4,3.5,0.4,3.4,37,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.79742994,-15.29695515
49999119SW066,8306246,198999,8.21,141.5,69.82,11.54,2.91,4.136,4.22,0.553,14.39,54,NA,Estiaje,Hornillos Alto,Agua superficial,Arroyo,green,Aceptable,-71.80282929,-15.30273099
49999119SW066,8306244,198932,8.36,78.06,38.75,7.2,1.9,2.4,3,0.4,7.8,31,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.80345288,-15.30274123
49999119SW067,8306689,197126,9.05,95.32,47.67,7.23,2.99,2.82,5.76,1.074,5.492,45.9,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,blue,Basico,-71.82020141,-15.29851149
49999119SW067,8306690,197120,8.36,68.36,34,5.6,2.1,1.9,3.7,0.6,7.4,27,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.82025711,-15.29850176
49999119SW069,8317384,203802,8.46,100,49.55,7.45,3.2,2.266,11.72,2.711,4.634,58.1,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.75682987,-15.20270526
49999119SW069,8317376,203803,8.1,86.49,42.88,7.6,2,1.9,4.4,0.6,10.8,30,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.75682151,-15.20277762
49999119SW070,8307618,195817,7.59,59.31,29.56,4.9,1.4,1.6,3.3,0.3,11.5,18,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.83226668,-15.28996876
49999119SW071,8307640,195762,7.92,117.1,57.86,11.8,1.5,2.3,7.9,1.9,7.2,52,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.83277567,-15.28976362
49999119SW072,8309264,195779,8.57,41.64,20.87,4.88,2.81,1.898,5.42,0.544,3.244,39.1,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,blue,Basico,-71.8324205,-15.27510108
49999119SW072,8309355,195859,7.64,80.13,39.79,7.3,2.2,1.9,3.8,0.6,9.9,27,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.83166529,-15.27428877
49999119SW073,8311801,197766,6.85,86.82,43.11,9.77,1.73,2.608,3.83,0.273,16.56,62,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.81363142,-15.25242495
49999119SW073,8311813,197722,7.84,75.71,37.6,8.3,1.3,2,2.9,0.2,11,29,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.81403924,-15.25231145
49999119SW074,8306664,217782,8.31,141.9,70.2,6.11,2.97,2.121,10.27,2.508,4.057,53.1,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.62801693,-15.30107929
49999119SW074,8306688,217781,8.13,82.14,40.75,7.7,2.1,2,5,0.7,11.2,30,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.62802353,-15.30086243
49999119SW075,8306894,218082,8.98,41.12,22.11,5.49,2.79,1.968,5.64,0.588,3.596,40.9,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,blue,Basico,-71.62519953,-15.29903486
49999119SW075,8306934,218051,7.65,79.13,39.48,7.1,2,1.9,4.2,0.4,11.1,28,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.62548348,-15.29867021
49999119SW076,8312488,219245,7.9,101.1,50.2,6.54,2.98,2.244,11.1,2.94,3.985,57.6,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.61375188,-15.2486392
49999119SW076,8316156,219183,8.59,83.17,41.25,7.5,2.1,1.9,4.9,0.8,10.3,30,NA,Avenida,Hornillos Alto,Agua superficial,Rio,blue,Basico,-71.61391937,-15.21550464
49999119SW077,8300853,214701,8.63,95,47.08,17.25,3.32,3.363,10.28,0.726,16.04,77.4,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,blue,Basico,-71.65734858,-15.35322066
49999119SW077,8300845,214701,8.15,84.13,42.13,7.2,1.8,1.4,6.1,0.3,11.5,29,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.6573495,-15.35329291
49999119SW079,8308983,219556,8.93,48.3,24.19,5.87,2.89,2.071,6.64,0.696,3.545,43.8,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,blue,Basico,-71.61125023,-15.28032858
49999119SW079,8308894,219526,7.88,86.73,43.07,7.7,2.2,2,4.3,0.5,11,29,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.61153931,-15.28112913
49999119SW080,8309235,217280,7.83,97.54,48.61,11.6,1.3,2,4.8,NA,6.9,44,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.63239798,-15.2778046
49999119SW081,8309252,217287,7.34,275.6,135.7,45.47,1.03,1.317,4.01,0.119,112,11.3,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.63233094,-15.27765183
49999119SW081,8301271,216310,7.25,82.4,40.87,10.5,0.7,0.8,1.9,NA,25.1,11,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.64232587,-15.34962365
49999119SW082,8301526,216322,7.1,502.7,246.1,94.01,2.75,2.903,6.65,0.278,220.5,42.8,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.6421852,-15.347322
49999119SW082,8311912,217746,7.15,135.1,66.68,17.5,1.1,1.6,2.8,NA,49.8,13,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.62776136,-15.25367834
49999119SW083,8311927,217740,7.21,780.6,380.2,146.2,2.06,2.999,9.5,0.337,335.8,50.9,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.6278155,-15.25354222
49999119SW083,8301837,216829,7.31,139.2,68.69,20.3,0.8,1.2,2.3,NA,41.7,19,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.63743129,-15.34456914
49999119SW084,8301811,216855,7.09,498.1,244.8,92.15,1.57,3.059,7.76,0.446,203.6,55.9,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.63719226,-15.34480681
49999119SW084,8304089,217040,7.76,140.9,69.56,21.3,0.9,1.2,2.8,NA,42.4,23,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.63521244,-15.32425377
49999119SW085,8304090,217046,7.66,133.3,65.74,13.6,0.8,3.2,5.8,NA,3.7,63,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.63515649,-15.3242454
49999119SW086,8304143,217665,7.74,45.12,22.61,6,0.5,0.4,2.2,NA,8.4,15,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.6293901,-15.32383466
49999119SW087,8304257,217634,8.95,336.4,164.7,18.76,3.69,3.045,26.02,21.22,26.56,79.4,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,blue,Basico,-71.62966571,-15.32280169
49999119SW087,8328950,198993,8.19,136,67.19,12.9,2.1,2,9.3,4.8,20,37,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.8001762,-15.09770862
49999119SW089,8323338,200815,8.43,448.1,220,53.45,2.53,2.908,24.12,16.62,119.7,69.8,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.78390282,-15.14859621
49999119SW089,8328992,198625,7.96,134.6,66.43,19.1,0.9,1.1,4.4,0.7,38.5,23,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.80359168,-15.09728699
49999119SW091,8329368,198860,7.89,495.8,246,59.37,2.73,3.033,28.71,20.93,129,78.1,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.80136289,-15.09391866
49999119SW091,8326697,199136,7.87,141.9,70.04,20.5,0.8,1.1,3.6,0.8,34.3,23,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.79911391,-15.11807032
49999119SW092,8326703,199129,6.69,39.47,19.84,3.71,1.3,0.818,2.92,0.207,2.853,21.1,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.79917827,-15.11801533
49999119SW092,8323143,200563,7.68,36.9,18.58,3.5,1,0.7,2.1,NA,1.6,17,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.78626874,-15.1503282
49999119SW093,8323156,200562,6.71,46.86,23.48,4.36,1.93,0.724,1.99,0.199,5.272,18,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.7862765,-15.15021069
49999119SW093,8322101,216919,6.76,46.23,23.15,4.8,1.4,0.9,1.6,NA,11.7,10,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.63431083,-15.16156659
49999119SW094,8322091,216933,7.75,263.9,126.4,1.89,1.69,0.42,2.32,0.298,2.503,12.7,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.63418176,-15.16165843
49999119SW094,8322226,202351,7.39,67.4,33.93,8.7,1.7,1,1.5,NA,18,13,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.76975315,-15.15881392
49999119SW095,8322181,202363,7.13,68.8,34.54,9.54,1.71,1.077,2.05,0.163,10.81,30.9,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.76964687,-15.15922166
49999119SW095,8321549,216855,7.46,59.29,29.55,6.9,1.4,1,1.7,NA,14,13,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.63496774,-15.16654502
49999119SW096,8321550,216844,5.96,414.4,204.9,62.56,1.91,6.923,2.03,0.316,191.4,4,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,red,Acido,-71.63506992,-15.16653479
49999119SW096,8319424,203604,7.29,96.54,47.8,11.2,1.4,1.4,1.2,NA,30.1,10,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.75843165,-15.18426038
49999119SW097,8319454,203587,5.65,485.9,238.6,53.66,3.92,13.09,5.77,1.521,206.1,1.4,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,red,Acido,-71.75858621,-15.18398753
49999119SW097,8320773,202392,7.44,135.8,67.35,17.3,2,2.3,2.1,0.4,40.5,16,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.76954291,-15.17193988
49999119SW098,8320781,202391,7.44,84.86,42.13,11.08,1.68,1.319,1.99,0.397,14.96,34.9,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.76955127,-15.17186752
49999119SW098,8320489,202148,7.35,66.69,33.18,7.4,1.4,1,1.8,NA,16,13,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.77184514,-15.17447662
49999119SW099,8320487,202151,9.38,418.9,205.8,61.05,5.32,6.68,4.71,1.609,170.1,36.8,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,blue,Basico,-71.77181748,-15.17449502
49999119SW099,8322162,190972,7.58,131.4,64.82,18.2,1.3,1.8,1.7,0.3,38.1,19,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.87555375,-15.15806707
49999119SW100,8322166,190970,7.47,471.8,231.8,74.97,2.74,7.479,4.35,2.746,171.4,76,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.87557186,-15.15803071
49999119SW100,8320885,195150,7.64,251.3,123.6,37,1.8,3.9,2.3,0.4,82.6,37,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.83686507,-15.17009049
49999119SW101,8320890,195139,7.91,380.2,186.9,60.9,2.84,5.575,4.25,2.101,137.8,64.1,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.83696674,-15.17004405
49999119SW101,8320105,191983,7.95,244.1,120.1,35.5,2,3.7,2.4,0.5,74.4,34,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.86640521,-15.17676091
49999119SW102,8320105,191974,7.92,398.6,195.8,64.23,2.94,5.579,4.2,2.174,134.6,63.1,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.86648889,-15.17675984
49999119SW102,8320003,192358,7.98,239.7,118,32.6,1.9,3.5,2.4,0.5,74,34,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.862931,-15.1777263
49999119SW103,8320010,192370,8.2,124.8,61.66,4.4,1.97,1.306,3.35,0.217,4.44,28.5,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.86281858,-15.17766451
49999119SW103,8319055,196385,6.94,65.19,32.89,5.2,1.4,1.1,3.2,NA,21,7,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.82560235,-15.18675977
49999119SW104,8319058,196383,7.42,198.6,97.97,15.16,2.79,2.62,3.81,0.34,43.17,17.1,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.82562058,-15.18673245
49999119SW104,8320015,192085,7.55,201.9,99.45,13.4,2.2,2.1,2.8,0.4,31.8,20,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.86546782,-15.17758565
49999119SW105,8319777,192388,9.49,183.8,90.56,17.73,2.59,2.838,4.74,1.279,31.96,47,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,blue,Basico,-71.86267958,-15.17977057
49999119SW105,8318203,196815,8.06,205.9,101.4,19.1,2.3,3.1,3.7,0.6,36.2,32,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.82170633,-15.19450354
49999119SW106,8318203,196817,9.39,137.9,68.68,6.61,2.08,1.715,4.28,1.412,8.828,27.9,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,blue,Basico,-71.82168774,-15.19450378
49999119SW106,8315699,194004,6.21,66.85,33.14,5.3,1.9,1.2,2.6,NA,21,9,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,red,Acido,-71.84814875,-15.21678482
49999119SW108,8315727,194035,8.68,58.51,29.17,9.42,1.16,2.552,7.03,0.399,2.068,60.8,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,blue,Basico,-71.84785707,-15.21653564
49999119SW108,8314546,196802,8.1,87.32,43.29,8.8,1.7,2.6,4.1,0.2,4.7,40,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.82226707,-15.22752485
49999119SW109,8314548,196798,7.83,81.54,40.47,13.9,2.2,3.27,7.28,0.631,3.672,81.6,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.82230403,-15.22750633
49999119SW109,8314509,197321,8.03,85.33,42.31,9.5,1.7,2.6,4.7,0.3,4.7,43,NA,Avenida,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.81744468,-15.2279196
49999119SW110,8314474,197319,8.33,151.7,74.84,17.15,3.18,2.865,22.88,20.49,25.08,79.9,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.81746749,-15.22823542
49999119SW110,8319520,200527,8.06,132.8,65.97,13.7,2.3,2.5,9,5,19.8,40,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.78703245,-15.18304099
49999119SW111,8319523,200518,8.58,148.6,73.48,17.07,3.18,2.808,22.73,20.6,26.09,79.2,NA,Estiaje,Hornillos Alto,Agua superficial,Rio,blue,Basico,-71.78711578,-15.18301286
49999119SW111,8317611,200667,8.37,142.2,70.18,13.5,2.2,2.3,9,5.2,19.8,40,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.78595702,-15.200296
49999119SW112,8317680,200558,8.26,84.46,41.89,15.63,2.47,4.089,7.64,0.39,2.481,86.4,NA,Estiaje,Hornillos Alto,Agua superficial,Quebrada,green,Aceptable,-71.78696245,-15.19966035
49999119SW112,8317077,200331,8.21,104.3,51.6,11.1,1.8,2.9,5.5,0.5,3.8,52,NA,Avenida,Hornillos Alto,Agua superficial,Rio,green,Aceptable,-71.78914503,-15.20507944
