Ident;CRUISE;SHIP;YEAR;MONTH;DAY;HOUR;LONGITUDE;LATITUDE;Period;DEPTH;Domain;DC;SST;SALINITY;OXYGEN;WM;WMCode;Clorofila;fosfatos;nitratos;nitritos;silicatos;TOTAL.BIOMASS;ANCHOVIES;SARDINE;JACK.MACKEREL;MACKEREL;SAMASA;FALSO.VOLADOR;BAGRE;CAMOTILLO;VINCIGUERRIA;POTA;MUNIDA;TotalBsinMunida
965;c0001-02;BIC-Olaya;2000;2;18;327;-81.405;-8.136666666666667;N;4834.53661068;A0;114.298311351;25;35.14;4.7;ASS;3;.122;.878476368808;.0626803264753;.296043568374;1.46894441339;117;115;0;0;0;0;0;0;0;2;0;0;117
1270;c0001-02;BIC-Olaya;2000;2;18;55;-81.195;-8.04;N;5870.29149798;A0;102.341215554;24.7;35.13;4.7;ASS;3;.267;.926252386335;.0779598295933;.274587109264;1.57043091635;504;490;0;0;0;0;0;0;0;14;0;0;504
6389;c0001-02;BIC-SNP;2000;1;28;2224;-76.15333333333334;-15.21633333333333;N;3813.79933825;A0;33.6844522617;23.1;35.2;4.7;ASS;3;.526;.59653520598;.137660172571;.872956785;3.43520440535;24;0;0;0;0;0;0;0;0;24;0;0;24
4604;c0001-02;BIC-SNP;2000;2;8;1441;-77.92833333333333;-10.80516666666667;D;83.4433572606;AP;8.06442520241;20.3;34.39;4.7;AM;5;6.978;3.10598145741;.460227304498;2.72348068314;17.1298997012;896;0;0;0;0;0;0;0;0;0;0;896;0
5565;c0001-02;BIC-SNP;2000;2;2;819;-77.00166666666667;-12.29;D;48.6928612034;AP;2.82914762843;19.7;34.74;4.7;ACF;1;6.358;1.93437478164;.382216000192;1.71442184128;5.2154815677;472;472;0;0;0;0;0;0;0;0;0;0;472
2730;c0001-02;BIC-SNP;2000;2;17;403;-79.73066666666666;-7.217;N;16.9775063304;AP;3.96715997756;19.7;34.93;4.7;ACF;1;2.956;2.33710086543;.206703953605;2.01774821911;17.2074381511;2341;450;0;0;0;0;37;1854;0;0;0;0;2341
4531;c0001-02;BIC-SNP;2000;2;8;649;-77.99933333333334;-11.12766666666667;CD;221.611959662;AT;21.1707566921;19.3;34.85;4.7;ACF;1;4.431;2.62108473309;.365404136788;2.94282885949;7.54139497892;5000;1000;0;0;0;0;0;0;0;0;0;4000;1000
3647;c0001-02;BIC-SNP;2000;2;11;1205;-78.81683333333334;-9.008;D;28.354104441;AP;9.6289316331;18.5;34.54;4.7;ACF;1;1.775;2.08767517611;1.54716055624;2.36867312456;19.0390535552;220;0;0;0;0;0;0;0;0;0;0;220;0
3013;c0001-02;BIC-SNP;2000;2;13;2324;-79.43233333333333;-7.899166666666667;N;20.78212198;AP;4.9262837573;18.4;34.9;4.7;ACF;1;2.715;2.20087903294;.198850128324;.783748534956;22.5185301309;100;100;0;0;0;0;0;0;0;0;0;0;100
7482;c0001-02;BIC-SNP;2000;1;25;2328;-74.0035;-16.14183333333334;N;177.839104939;AP;5.31253071792;18.1;34.94;4.7;ACF;1;5.739;1.57669455924;.324421778826;4.81580964657;12.7613802681;218;13;0;0;0;0;0;0;0;0;0;205;13
1027;c0001-02;BIC-Olaya;2000;2;18;310;-81.36666666666666;-8.14;N;4932.09633284;A0;113.344047495;25;35.14;4.69;ASS;3;.14;.885147343163;.067405278871;.292416234578;1.44434683902;71;69;0;0;0;0;0;0;0;2;0;0;71
1007;c0001-02;BIC-Olaya;2000;2;18;315;-81.38;-8.148333333333333;N;4889.51204106;A0;114.118179548;25;35.14;4.69;ASS;3;.13;.879172154036;.0656940539255;.293638914955;1.44307548834;74;72;0;0;0;0;0;0;0;2;0;0;74
979;c0001-02;BIC-Olaya;2000;2;18;321;-81.395;-8.15;N;4852.50518499;A0;114.636305378;25;35.14;4.69;ASS;3;.122;.875581155146;.0637843175473;.294889494644;1.4498799946;989;980;0;0;0;0;0;0;0;9;0;0;989
6386;c0001-02;BIC-Olaya;2000;1;29;820;-76.16166666666666;-15.19833333333334;D;3755.221999;A0;33.0629921046;23.1;35.21;4.69;ASS;3;.55;.593369162516;.139549988324;.881775941677;3.4508642949;0;0;0;0;0;0;0;0;0;0;0;0;0
6397;c0001-02;BIC-SNP;2000;1;28;2218;-76.13866666666667;-15.22483333333333;N;3825.1545989;A0;33.6286530256;23;35.2;4.69;ASS;3;.554;.604678187781;.141202756944;.855854304343;3.45450092963;8;0;0;0;0;0;0;0;0;8;0;0;8
4562;c0001-02;BIC-SNP;2000;2;7;2236;-77.971;-11.39916666666666;N;202.526635615;AT;20.2737315492;20.8;34.89;4.69;ACF;1;1.897;2.74267028312;.228812554321;1.73678033185;5.46690325713;600;550;0;50;0;0;0;0;0;0;0;0;600
6584;c0001-02;BIC-SNP;2000;1;29;225;-75.76333333333334;-14.98366666666666;N;190.616957546;AT;9.64783599099;19.8;35.01;4.69;ASS;3;4.223;1.02478273681;.415434487079;1.12886390547;7.63480098057;92;0;0;0;0;0;0;0;0;0;92;0;92
4479;c0001-02;BIC-SNP;2000;2;9;532;-78.05566666666667;-10.5795;CD;88.1195094674;AP;7.13447842894;18.6;34.69;4.69;ACF;1;6.097;3.17044960367;.848598939606;1.41447738741;18.2839740403;0;0;0;0;0;0;0;0;0;0;0;0;0
4330;c0001-02;BIC-SNP;2000;2;9;951;-78.21833333333333;-10.36266666666667;D;112.653560089;AP;9.32155210121;17.8;34.89;4.69;ACF;1;5.039;2.28958869657;1.12512029264;1.24111568943;14.0040160523;262;217;0;0;0;0;0;0;0;0;0;45;217
6622;c0001-02;BIC-SNP;2000;1;29;501;-75.66533333333334;-14.85183333333333;CD;29.4150919883;AP;1.29418421957;17.7;34.95;4.69;ACF;1;7.107;1.26319272898;.544941029152;1.28027909599;10.3252318355;30;6;0;0;0;20;0;4;0;0;0;0;30
1049;c0001-02;BIC-Olaya;2000;2;18;304;-81.35166666666667;-8.13;N;4986.95424864;A0;112.359611138;25;35.14;4.68;ASS;3;.151;.892378425981;.0692697228633;.290785875458;1.44684326494;581;576;0;0;0;0;0;0;0;5;0;0;581
1067;c0001-02;BIC-Olaya;2000;2;18;259;-81.33833333333334;-8.121666666666666;N;5049.69506521;A0;111.583568319;24.9;35.14;4.68;ASS;3;.161;.898805730883;.0708711950331;.289129525964;1.44882076691;565;556;0;0;0;0;0;0;0;9;0;0;565
6394;c0001-02;BIC-Olaya;2000;1;29;814;-76.15;-15.20666666666667;D;3748.39754649;A0;33.0456246968;23;35.2;4.68;ASS;3;.571;.600137453804;.142193774638;.870293662498;3.46904095431;28;16;0;12;0;0;0;0;0;0;0;0;28
1431;c0001-02;BIC-Olaya;2000;2;25;1129;-81.065;-4.043333333333333;D;55.5488643655;AP;1;22.5;33.48;4.68;ATS;4;3.993;.830980554393;1.36904951745;2.08304408399;1.38818247727;123;40;1;81;1;0;0;0;0;0;0;0;123
2742;c0001-02;BIC-SNP;2000;2;17;357;-79.71883333333334;-7.227833333333333;N;14.8498546128;AP;3.65495187849;19.6;34.94;4.68;ACF;1;2.826;2.34461513766;.204965763098;2.00031215659;17.3272871415;1050;0;0;0;0;0;20;1030;0;0;0;0;1050
2835;c0001-02;BIC-SNP;2000;2;17;26;-79.623;-7.427;N;20;AP;1;18.6;34.98;4.68;ACF;1;2.082;2.21970451809;.156585365802;1.67427159792;20.6271505317;5768;2200;0;0;0;0;268;3300;0;0;0;0;5768
7288;c0001-02;BIC-SNP;2000;1;26;1236;-74.4005;-15.84233333333333;D;34.5213038289;AP;.665452179805;18.5;34.91;4.68;ACF;1;6.718;1.41767409282;.321965180948;3.60068925805;20.2338789716;285;25;0;0;0;0;0;0;0;0;0;260;25
4155;c0001-02;BIC-SNP;2000;2;10;1321;-78.38;-9.616166666666667;D;10;AP;1.30101417688;17.4;34.83;4.68;ACF;1;6.588;2.79957697614;3.52305488091;3.52569459944;20.9545570154;90;90;0;0;0;0;0;0;0;0;0;0;90
1121;c0001-02;BIC-Olaya;2000;2;18;247;-81.30833333333334;-8.105;N;5210.36590748;A0;110.131727391;24.9;35.14;4.67;ASS;3;.182;.913083013888;.0743096233818;.284801432456;1.45207863308;1451;1428;0;0;0;0;0;0;0;23;0;0;1451
1085;c0001-02;BIC-Olaya;2000;2;18;253;-81.32333333333334;-8.113333333333333;N;5129.40529157;A0;110.827114559;24.9;35.14;4.67;ASS;3;.171;.905826770016;.0726189576173;.287078283315;1.45026601902;1031;1015;0;0;0;0;0;0;0;16;0;0;1031
1253;c0001-02;BIC-Olaya;2000;2;18;100;-81.20833333333333;-8.048333333333334;N;5829.63189936;A0;103.222102121;24.8;35.13;4.67;ASS;3;.256;.92549545653;.0778204368473;.275614185027;1.55403078259;1762;1734;0;0;0;0;0;0;0;28;0;0;1762
1367;c0001-02;BIC-Olaya;2000;2;25;1357;-81.11666666666666;-3.898333333333334;D;214.212816866;AT;9.85658319746;22.9;33.45;4.67;ATS;4;3.621;.776480274146;1.26593650153;2.08447820511;1.10475160648;76;51;0;17;8;0;0;0;0;0;0;0;76
6640;c0001-02;BIC-SNP;2000;1;28;1702;-75.61733333333333;-15.19416666666666;D;421.372317369;AT;13.5178227027;20.4;35.09;4.67;ASS;3;2.823;.902981550342;.363566361538;.694590550319;6.47375665193;250;0;0;0;0;0;0;0;0;0;0;250;0
3086;c0001-02;BIC-SNP;2000;2;13;722;-79.357;-8.1325;D;49.8669638935;AP;10.9764593322;19.3;34.85;4.67;ACF;1;3.155;2.19262886884;.67695438637;.551725628898;19.7947040482;0;0;0;0;0;0;0;0;0;0;0;0;0
3221;c0001-02;BIC-SNP;2000;2;12;2334;-79.211;-8.350666666666667;N;53.8659957705;AP;14.0080708326;18.8;34.76;4.67;ACF;1;3.636;2.26735659841;1.71798592778;.559108040052;17.5669018804;2250;2250;0;0;0;0;0;0;0;0;0;0;2250
1146;c0001-02;BIC-Olaya;2000;2;18;241;-81.29333333333334;-8.095;N;5296.340173;A0;109.061841556;24.9;35.14;4.66;ASS;3;.194;.921356837712;.0759209381399;.282170876935;1.45620369694;1375;1353;0;0;0;0;0;0;0;22;0;0;1375
6391;c0001-02;BIC-SNP;2000;1;28;2232;-76.15066666666667;-15.19883333333333;N;3706.83831321;A0;32.652148068;23;35.2;4.66;ASS;3;.593;.600837021572;.144392241856;.87161899489;3.48636446357;36;0;0;12;0;0;0;0;0;24;0;0;36
6468;c0001-02;BIC-SNP;2000;1;28;2324;-76.0255;-15.13916666666666;N;2501.45389514;A0;25.9417189186;22.2;35.12;4.66;ASS;3;1.396;.708887840164;.228778117491;.820127965273;4.22670675357;527;335;0;185;0;0;0;0;0;7;0;0;527
4617;c0001-02;BIC-SNP;2000;2;8;1434;-77.91416666666667;-10.79583333333333;D;73.3348847486;AP;7.10451353647;20.4;34.35;4.66;AM;5;6.967;3.22615445762;.474385189724;2.61660596505;18.025166494;276;0;0;0;0;0;0;0;0;0;0;276;0
4780;c0001-02;BIC-SNP;2000;2;8;1227;-77.74266666666666;-10.86433333333333;D;10;AP;1.52671250582;19.7;34.37;4.66;AM;5;6.39;4.08523723734;.646776348425;2.27810807623;24.7154824043;90;72;0;0;0;0;0;18;0;0;0;0;90
4542;c0001-02;BIC-SNP;2000;2;8;702;-77.98766666666667;-11.12033333333333;CD;211.549424796;AT;20.4300390111;19.2;34.84;4.66;ACF;1;4.595;2.63471138541;.381084188731;2.96794165171;8.13057728948;1304;0;0;0;0;0;0;0;0;0;0;1304;0
3296;c0001-02;BIC-SNP;2000;2;12;842;-79.14066666666666;-8.597833333333334;D;56.7461442151;AP;15.4386622563;19;34.76;4.66;ACF;1;2.554;2.13146738536;3.24163653515;1.03437956538;16.7685727647;795;750;0;0;0;0;0;0;0;0;0;45;750
3465;c0001-02;BIC-SNP;2000;2;11;2337;-78.96883333333334;-8.787;N;37.0638623346;AP;12.7007919324;18.5;34.74;4.66;ACF;1;1.871;2.17693323555;2.16648509392;1.77763431369;19.7012880039;3082;272;0;0;0;0;0;0;0;0;0;2810;272
4194;c0001-02;BIC-SNP;2000;2;9;1953;-78.34466666666667;-10.18066666666667;N;90.6272579743;AP;10.6168884343;18;34.93;4.66;ACF;1;4.987;1.85277432269;1.3941038398;1.17540418802;11.9919869912;16;0;0;0;0;4;0;0;12;0;0;0;16
3890;c0001-02;BIC-SNP;2000;2;11;712;-78.6275;-9.189666666666668;CD;10;AP;1;17.8;34.63;4.66;ACF;1;2.431;2.3923148766;1.75061079494;2.96032866136;20.8989481369;880;880;0;0;0;0;0;0;0;0;0;0;880
6627;c0001-02;BIC-SNP;2000;1;29;435;-75.6515;-14.85816666666667;N;27.0204399207;AP;1.16463005724;17.7;34.95;4.66;ACF;1;7.098;1.2701172501;.553289128583;1.3074191222;10.540004311;3885;505;0;0;0;2800;0;580;0;0;0;0;3885
1165;c0001-02;BIC-Olaya;2000;2;18;236;-81.28;-8.086666666666666;N;5381.16868792;A0;108.092497335;24.9;35.14;4.65;ASS;3;.204;.925048277806;.0766958760546;.28049434368;1.46754906399;2797;2752;0;0;0;0;0;0;0;45;0;0;2797
6402;c0001-02;BIC-SNP;2000;1;28;2239;-76.13383333333333;-15.19283333333333;N;3586.62471725;A0;31.6559842723;22.9;35.19;4.65;ASS;3;.683;.613424138944;.154063202573;.857384507277;3.55964166417;117;0;0;100;0;0;0;0;0;17;0;0;117
6142;c0001-02;BIC-SNP;2000;1;31;7;-76.46283333333334;-13.703;N;98.4479787751;AP;11.6206741207;19.7;35.01;4.65;ASS;3;3.451;1.56290379777;.404603788123;1.16868563998;6.0773458444;1579;250;0;0;0;0;0;0;24;0;0;1305;274
4791;c0001-02;BIC-SNP;2000;2;8;1218;-77.731;-10.87783333333333;D;10;AP;1.25696376483;19.7;34.4;4.65;ACF;1;6.295;4.1202231992;.659647249717;2.27737165357;25.0551812999;2097;1902;0;0;0;0;0;195;0;0;0;0;2097
2755;c0001-02;BIC-SNP;2000;2;17;350;-79.706;-7.239;N;12.4826066481;AP;3.33982423464;19.5;34.94;4.65;ACF;1;2.697;2.35339066067;.203128474298;1.98489596779;17.4619237661;440;0;0;0;0;0;0;440;0;0;0;0;440
6634;c0001-02;BIC-SNP;2000;1;29;415;-75.6375;-14.8635;N;24.0336400074;AP;1.00588785661;17.7;34.96;4.65;ACF;1;7.107;1.2781526523;.562016683378;1.33400061446;10.7605689781;2935;320;0;0;0;2105;0;510;0;0;0;0;2935
6661;c0001-02;BIC-SNP;2000;1;29;344;-75.5695;-14.8925;N;10;AP;1;17.6;34.96;4.65;ACF;1;7.096;1.30935003576;.597806808746;1.44099965594;11.6710291139;11570;6520;0;0;0;4200;0;850;0;0;0;0;11570
1185;c0001-02;BIC-Olaya;2000;2;18;230;-81.265;-8.078333333333333;N;5486.60865231;A0;106.945530719;24.9;35.14;4.64;ASS;3;.215;.925225108801;.0769591998282;.279459873899;1.48670338796;2135;2100;0;0;0;0;0;0;0;35;0;0;2135
7681;c0001-02;BIC-SNP;2000;1;25;830;-73.58616666666667;-16.43583333333334;D;497.156966531;AT;9.25953161678;20.5;34.97;4.64;ACF;1;1.463;.964024799578;.228394818537;2.78042628028;8.28613601735;0;0;0;0;0;0;0;0;0;0;0;0;0
5210;c0001-02;BIC-SNP;2000;2;6;1333;-77.34966666666666;-11.90066666666666;D;65.9476238877;AP;11.0167450465;20.2;34.68;4.64;ACF;1;6.348;2.02556722656;.201775419034;2.622882817;7.87973263572;585;35;0;0;0;0;0;0;0;0;0;550;35
4546;c0001-02;BIC-SNP;2000;2;8;716;-77.984;-11.11683333333333;D;208.01709343;AT;20.1797585066;19.1;34.84;4.64;ACF;1;4.663;2.63711939437;.385551041928;2.98117921087;8.33340537331;902;0;0;0;0;0;0;0;0;0;0;902;0
6644;c0001-02;BIC-SNP;2000;1;29;403;-75.609;-14.87533333333333;N;10;AP;1;17.7;34.96;4.64;ACF;1;7.108;1.29246355944;.578204793245;1.38327874869;11.1720009075;700;125;0;0;0;435;0;140;0;0;0;0;700
6639;c0001-02;BIC-SNP;2000;1;29;408;-75.62266666666666;-14.86866666666666;N;21.01960336;AP;.817537480619;17.7;34.96;4.64;ACF;1;7.124;1.28699919776;.571235424315;1.36111225481;10.991683396;4014;404;0;0;0;3000;0;610;0;0;0;0;4014
6657;c0001-02;BIC-SNP;2000;1;29;352;-75.5825;-14.88633333333333;N;10;AP;1;17.6;34.96;4.64;ACF;1;7.108;1.3047376973;.592026664818;1.42386201425;11.5223792177;3100;400;0;0;0;2150;0;550;0;0;0;0;3100
6652;c0001-02;BIC-SNP;2000;1;29;357;-75.59433333333334;-14.88166666666666;N;10;AP;1;17.6;34.96;4.64;ACF;1;7.104;1.29905826027;.585833430124;1.4061218106;11.3662981154;487;62;0;0;0;340;0;85;0;0;0;0;487
1222;c0001-02;BIC-Olaya;2000;2;18;219;-81.23666666666666;-8.061666666666667;N;5693.76079605;A0;104.975013602;24.8;35.14;4.63;ASS;3;.236;.926103569346;.0773899661434;.277409130993;1.52285176227;1530;1505;0;0;0;0;0;0;0;25;0;0;1530
6413;c0001-02;BIC-SNP;2000;1;28;2245;-76.11766666666666;-15.18783333333333;N;3459.97930101;A0;30.7889290412;22.8;35.18;4.63;ASS;3;.769;.625702188851;.163296982387;.844952217322;3.63201183843;23;0;0;12;0;0;0;0;0;11;0;0;23
6319;c0001-02;BIC-SNP;2000;1;31;444;-76.27166666666666;-13.47116666666667;N;30.7935299617;AP;5.24888911281;20;34.91;4.63;ACF;1;2.971;2.34212351487;.316796093031;1.14365591545;11.4693791023;490;85;0;0;0;405;0;0;0;0;0;0;490
4771;c0001-02;BIC-SNP;2000;2;8;1234;-77.751;-10.84983333333333;D;10;AP;1.54953235769;19.8;34.34;4.63;AM;5;6.475;4.0752680194;.637374559867;2.25708727821;24.5694819478;409;384;0;0;0;0;0;25;0;0;0;0;409
2765;c0001-02;BIC-SNP;2000;2;17;343;-79.6935;-7.250333333333334;N;10.2161575774;AP;3.15443581983;19.4;34.94;4.63;ACF;1;2.569;2.36064566751;.201128907224;1.97144403812;17.6214104755;612;0;0;0;0;0;0;612;0;0;0;0;612
1204;c0001-02;BIC-Olaya;2000;2;18;224;-81.25;-8.07;N;5594.14455224;A0;105.888128545;24.8;35.14;4.62;ASS;3;.226;.925437745716;.0772043618637;.278418409605;1.50547316164;2480;2440;0;0;0;0;0;0;0;40;0;0;2480
6422;c0001-02;BIC-SNP;2000;1;28;2252;-76.10266666666666;-15.18016666666667;N;3282.16677145;A0;30.0528770023;22.7;35.17;4.62;ASS;3;.862;.638066170614;.173160292177;.835965743086;3.71349080895;222;0;0;210;0;0;0;0;0;12;0;0;222
1440;c0001-02;BIC-Olaya;2000;2;25;1135;-81.055;-4.031666666666666;D;51.3652560236;AP;1;22.5;33.48;4.62;ATS;4;3.995;.830416471545;1.3773472922;2.15913598631;1.40637051799;200;167;0;0;0;0;0;0;0;0;33;0;200
4574;c0001-02;BIC-SNP;2000;2;7;2230;-77.95716666666667;-11.39133333333334;N;188.400561053;AT;19.4235394503;20.7;34.88;4.62;ACF;1;1.929;2.75345630779;.242289388851;1.79873556513;5.89861862424;406;380;0;26;0;0;0;0;0;0;0;0;406
3097;c0001-02;BIC-SNP;2000;2;13;717;-79.34466666666667;-8.1255;CD;46.5524912321;AP;10.1212237537;19.2;34.85;4.62;ACF;1;3.224;2.23087493416;.690088318968;.558031883199;20.181440959;40;40;0;0;0;0;0;0;0;0;0;0;40
3233;c0001-02;BIC-SNP;2000;2;12;2340;-79.19616666666667;-8.342666666666666;N;50.3655373145;AP;12.9873568659;18.7;34.77;4.62;ACF;1;3.729;2.31091704405;1.73862841191;.568702420245;18.0470485717;802;802;0;0;0;0;0;0;0;0;0;0;802
6655;c0001-02;BIC-SNP;2000;1;29;339;-75.58383333333333;-14.89866666666667;N;10;AP;1;17.7;34.97;4.62;ACF;1;6.891;1.28699954742;.58226260157;1.40805950401;11.3165543678;850;110;0;0;0;610;0;130;0;0;0;0;850
1389;c0001-02;BIC-Olaya;2000;2;25;1351;-81.1;-3.898333333333334;D;182.928833707;AT;9.13085229681;22.9;33.45;4.61;ATS;4;3.654;.780344507841;1.28477208613;2.15799403945;1.14574139349;171;0;0;0;0;0;0;0;0;171;0;0;171
4629;c0001-02;BIC-SNP;2000;2;8;1427;-77.90033333333334;-10.78616666666667;D;63.3581478556;AP;6.21086742284;20.4;34.32;4.61;AM;5;6.961;3.34466287699;.488078550841;2.51217700989;18.9018531169;0;0;0;0;0;0;0;0;0;0;0;0;0
4556;c0001-02;BIC-SNP;2000;2;8;728;-77.97516666666667;-11.10933333333333;D;200.097060818;AT;19.5887943475;19;34.84;4.61;ACF;1;4.816;2.64709804877;.396198590803;3.00605550649;8.8152185063;2264;0;0;0;0;0;0;0;0;0;0;2264;0
3312;c0001-02;BIC-SNP;2000;2;12;836;-79.12366666666667;-8.5885;D;53.3111545642;AP;14.2897432949;18.9;34.76;4.61;ACF;1;2.669;2.17096605352;3.29003765058;1.05071925054;17.2153231338;217;197;0;0;0;0;0;0;0;0;0;20;197
2847;c0001-02;BIC-SNP;2000;2;17;127;-79.61083333333333;-7.421333333333333;N;20;AP;1;18.6;34.98;4.61;ACF;1;2.094;2.24590387018;.158283105512;1.70620314648;20.6871977104;4272;1120;0;0;0;0;352;2800;0;0;0;0;4272
7757;c0001-02;BIC-SNP;2000;1;25;658;-73.43;-16.3375;D;64.0105289568;AP;1;18.5;34.95;4.61;ACF;1;2.072;1.05484036019;.278149935399;3.85595778701;8.53599796471;997;12;0;0;0;0;0;0;0;0;0;985;12
3487;c0001-02;BIC-SNP;2000;2;11;2343;-78.9565;-8.779666666666667;N;34.7503985622;AP;11.9801065513;18.3;34.73;4.61;ACF;1;1.887;2.20354935707;2.21403996477;1.82258699171;20.2530068581;4675;425;0;0;0;0;0;0;0;0;0;4250;425
3027;c0001-02;BIC-SNP;2000;2;13;2330;-79.41833333333334;-7.891166666666667;N;16.7655910742;AP;3.9984870349;18.2;34.9;4.61;ACF;1;2.652;2.23762855804;.201012215749;.804774741966;22.7620204566;12;12;0;0;0;0;0;0;0;0;0;0;12
6431;c0001-02;BIC-SNP;2000;1;28;2258;-76.08716666666666;-15.1725;N;3098.42476106;A0;29.3430032611;22.6;35.16;4.6;ASS;3;.961;.651216082693;.183528716184;.82843858946;3.80235938147;144;0;0;130;0;0;0;0;0;14;0;0;144
4764;c0001-02;BIC-SNP;2000;2;8;1240;-77.7575;-10.83416666666667;D;10;AP;1.39619743352;19.9;34.31;4.6;AM;5;6.557;4.08102998942;.62986712289;2.22108139476;24.543296405;188;176;0;0;0;0;0;12;0;0;0;0;188
5579;c0001-02;BIC-SNP;2000;2;2;826;-76.98833333333333;-12.27833333333333;D;36.233527452;AP;2.01056399259;19.7;34.74;4.6;ACF;1;6.5;1.99488229111;.394770452745;1.77722362721;5.42973659565;0;0;0;0;0;0;0;0;0;0;0;0;0
6595;c0001-02;BIC-SNP;2000;1;29;231;-75.735;-14.9825;N;163.890484657;AP;8.71882436313;19.6;35.01;4.6;ASS;3;4.438;1.04957297782;.432760858804;1.15821119968;8.02695483944;100;0;0;0;0;0;0;0;0;0;100;0;100
5321;c0001-02;BIC-SNP;2000;2;6;2206;-77.24566666666666;-11.72416666666667;N;10;AP;3.21713934401;19.4;34.54;4.6;ACF;1;9.299;2.72451168152;.309628404489;3.55870219765;10.5960392574;757;7;0;0;0;750;0;0;0;0;0;0;757
7278;c0001-02;BIC-SNP;2000;1;26;1242;-74.41683333333333;-15.83533333333333;D;39.8431006106;AP;1.03829173016;18.5;34.91;4.6;ACF;1;6.441;1.41329500902;.325554514508;3.62892059411;20.6039862617;102;20;0;0;0;0;0;0;0;0;0;82;20
7486;c0001-02;BIC-SNP;2000;1;25;2322;-73.99533333333333;-16.12783333333334;N;138.702013154;AP;4.4183781159;18;34.95;4.6;ACF;1;5.84;1.63114394227;.3330206766;5.14100664211;13.1157144152;234;14;0;0;0;0;0;0;0;0;0;220;14
4094;c0001-02;BIC-SNP;2000;2;10;39;-78.42383333333333;-9.922666666666666;N;55.102817473;AP;11.1122484708;17.2;34.86;4.6;ACF;1;6.281;1.95869941995;2.0612511834;1.72711641443;13.767154067;2650;1450;0;0;0;0;0;0;0;0;0;1200;1450
4642;c0001-02;BIC-SNP;2000;2;8;1421;-77.88616666666667;-10.77716666666667;D;53.4216160509;AP;5.34122440698;20.3;34.3;4.59;AM;5;6.958;3.46222427557;.501939506147;2.41367094343;19.7658730287;0;0;0;0;0;0;0;0;0;0;0;0;0
2778;c0001-02;BIC-SNP;2000;2;17;335;-79.67983333333333;-7.259666666666667;N;10;AP;2.93068835755;19.3;34.94;4.59;ACF;1;2.47;2.36551602354;.199627193775;1.97413646074;17.9367361787;240;0;0;0;0;0;0;240;0;0;0;0;240
6440;c0001-02;BIC-SNP;2000;1;28;2305;-76.07133333333333;-15.16383333333333;N;2901.05046611;A0;28.5286405348;22.5;35.15;4.58;ASS;3;1.068;.665339546839;.194742496984;.823282819605;3.90254722097;160;30;0;120;0;0;0;0;0;10;0;0;160
6457;c0001-02;BIC-SNP;2000;1;28;2317;-76.0415;-15.14766666666666;N;2624.00229514;A0;26.8548202424;22.3;35.13;4.58;ASS;3;1.279;.69325519574;.216652012756;.819304943683;4.10805696272;608;350;0;250;0;0;0;0;0;8;0;0;608
7684;c0001-02;BIC-SNP;2000;1;25;823;-73.579;-16.42366666666666;D;442.255408288;AT;8.5884270799;20.2;34.97;4.58;ACF;1;1.536;.994624076579;.239878610926;3.0090029802;8.44780494799;0;0;0;0;0;0;0;0;0;0;0;0;0
6155;c0001-02;BIC-SNP;2000;1;31;13;-76.45033333333333;-13.69966666666667;N;94.2334878751;AP;11.3452301833;19.7;35.01;4.58;ASS;3;3.435;1.60781463277;.405622144253;1.18093829737;6.29122566926;852;120;0;0;0;0;0;0;12;0;0;720;132
2848;c0001-02;BIC-SNP;2000;2;17;141;-79.6105;-7.3995;N;20;AP;1;18.7;34.97;4.58;ACF;1;2.149;2.27488440456;.164472332563;1.75926209137;20.4515415908;3537;1000;0;0;0;0;172;2365;0;0;0;0;3537
4496;c0001-02;BIC-SNP;2000;2;9;538;-78.0395;-10.571;CD;75.6570882191;AP;6.15438161999;18.5;34.67;4.58;ACF;1;6.306;3.28899826666;.895676282011;1.40476231789;19.0760760971;20;0;0;0;0;20;0;0;0;0;0;0;20
6649;c0001-02;BIC-SNP;2000;1;29;333;-75.59633333333333;-14.906;N;35.2543756447;AP;1.68461953016;17.8;34.97;4.58;ACF;1;6.681;1.2651953656;.56766987059;1.37868747662;10.9877360635;505;70;0;0;0;355;0;80;0;0;0;0;505
4343;c0001-02;BIC-SNP;2000;2;9;942;-78.204;-10.3545;D;102.368168371;AP;8.38252910791;17.6;34.89;4.58;ACF;1;5.203;2.37338044175;1.20093378538;1.28586657138;14.5704947521;170;134;0;0;0;0;0;0;0;0;0;36;134
6448;c0001-02;BIC-SNP;2000;1;28;2311;-76.05583333333334;-15.15533333333333;N;2734.9539676;A0;27.6790598973;22.4;35.14;4.57;ASS;3;1.177;.679655690105;.206030923165;.820348914605;4.00695956822;86;36;0;40;0;0;0;0;0;10;0;0;86
4655;c0001-02;BIC-SNP;2000;2;8;1414;-77.87166666666667;-10.7675;D;43.2171089719;AP;4.41157359084;20.2;34.27;4.57;AM;5;6.96;3.58331980367;.515981324155;2.31361341582;20.6493268104;35;0;0;0;0;0;0;35;0;0;0;0;35
4759;c0001-02;BIC-SNP;2000;2;8;1246;-77.761;-10.818;D;10;AP;1;20;34.28;4.57;AM;5;6.631;4.10763162432;.625412727177;2.1691792788;24.6766542473;6;0;0;0;0;0;0;6;0;0;0;0;6
